geo_accession,Seq,hsa-miR-320a,hsa-miR-575,hsa-miR-602,hsa-miR-614,hsa-miR-620,hsa-miR-638,hsa-miR-663a,hsa-miR-92a-2-5p,hsa-miR-135a-3p,hsa-miR-125a-3p,hsa-miR-92b-5p,hsa-miR-885-3p,hsa-miR-887-3p,hsa-miR-939-5p,hsa-miR-1228-5p,hsa-miR-1203,hsa-miR-1258,hsa-miR-1262,hsa-miR-1268a,hsa-miR-1307-3p,hsa-miR-1469,hsa-miR-1909-3p,hsa-miR-1915-3p,hsa-miR-3141,hsa-miR-3156-5p,hsa-miR-3178,hsa-miR-3180-3p,hsa-miR-3184-5p,hsa-miR-3187-3p,hsa-miR-3194-5p,hsa-miR-4294,hsa-miR-4276,hsa-miR-4286,hsa-miR-3180,hsa-miR-642b-3p,hsa-miR-4433a-3p,hsa-miR-4435,hsa-miR-4449,hsa-miR-4464,hsa-miR-4481,hsa-miR-4492,hsa-miR-4526,hsa-miR-4530,hsa-miR-4532,hsa-miR-3940-5p,hsa-miR-4634,hsa-miR-4648,hsa-miR-4649-5p,hsa-miR-4675,hsa-miR-4687-5p,hsa-miR-4707-3p,hsa-miR-4728-5p,hsa-miR-4730,hsa-miR-4734,hsa-miR-4741,hsa-miR-4746-3p,hsa-miR-4758-5p,hsa-miR-4783-3p,hsa-miR-4787-5p,hsa-miR-5195-3p,hsa-miR-5572,hsa-miR-197-5p,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6088,hsa-miR-6090,hsa-miR-6131,hsa-miR-6501-5p,hsa-miR-128-1-5p,hsa-miR-328-5p,hsa-miR-1343-5p,hsa-miR-6729-5p,hsa-miR-6749-5p,hsa-miR-6756-5p,hsa-miR-6765-5p,hsa-miR-6766-5p,hsa-miR-6768-5p,hsa-miR-6769a-5p,hsa-miR-6781-5p,hsa-miR-6784-5p,hsa-miR-6786-5p,hsa-miR-6787-5p,hsa-miR-6798-5p,hsa-miR-6802-5p,hsa-miR-6805-5p,hsa-miR-6805-3p,hsa-miR-6816-5p,hsa-miR-6825-5p,hsa-miR-6858-5p,hsa-miR-6861-5p,hsa-miR-6869-5p,hsa-miR-6875-5p,hsa-miR-6885-5p,hsa-miR-6889-5p,hsa-miR-7110-5p,hsa-miR-7114-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8069,hsa-miR-8073,Breast Cancer
2850744,3,7.146,4.761,3.588,10.522,-0.863,11.805,11.508,6.49,3.851,3.781,9.868,6.649,6.064,6.229,10.666,2.702,-0.863,-0.863,10.336,8.637,11.129,8.218,9.286,8.367,6.714,10.545,8.317,5.757,5.511,1.267,9.489,-0.863,7.568,8.12,9.955,8.912,4.525,5.3,-0.863,3.95,9.547,4.343,9.079,13.119,10.873,7.297,2.625,11.375,8.657,6.289,5.396,8.071,6.384,12.913,8.548,5.231,9.064,8.442,12.017,7.543,5.823,9.314,13.674,8.332,11.948,13.451,12.64,-0.35,6.107,11.675,9.022,11.2,9.823,8.775,10.075,6.572,8.494,8.105,9.262,10.93,11.552,9.349,9.425,8.986,9.814,6.596,9.914,6.78,8.604,7.939,11.528,8.298,11.457,6.35,6.03,6.93,12.01,10.537,11.335,7.473,1
2850745,7,6.317,5.07,2.224,9.819,-0.865,11.896,11.85,6.345,4.882,3.495,10.424,5.625,6.057,6.606,10.727,4.153,-0.865,-0.865,10.507,6.878,11.486,9.004,9.357,8.595,6.374,10.557,8.497,6.436,-0.865,3.463,9.745,3.042,6.87,7.722,10.594,8.934,1.29,3.853,-0.865,2.404,9.218,4.12,9.364,11.486,11.153,7.419,0.261,11.446,8.581,6.143,4.704,8.385,7.374,10.998,8.101,5.935,8.369,6.63,11.871,7.176,6.028,8.755,12.406,7.59,12.186,13.312,9.711,-0.865,5.469,11.667,9.119,11.388,9.051,8.655,10.313,6.229,8.872,7.854,9.204,11.048,11.62,8.626,9.649,9.169,9.667,6.561,10.145,7.116,8.825,7.471,11.592,9.211,11.613,6.811,6.735,7.229,12.057,9.844,10.99,5.218,1
2850746,10,7.684,5.439,3.578,9.924,0.677,12.036,12.098,5.849,4.372,4.1,10.754,6.643,6.428,5.193,10.699,4.43,-1.273,-1.273,10.332,8.87,11.895,8.21,9.372,8.36,6.397,10.488,8.257,5.972,4.594,4.988,9.261,3.75,6.976,7.794,10.125,8.948,4.186,4.97,-1.273,1.058,9.381,2.94,9.206,13.099,10.835,7.5,1.867,11.129,8.659,6.05,5.734,8.113,6.49,13.008,8.243,5.859,9.198,8.188,11.832,6.649,5.75,8.711,12.66,7.745,11.77,13.785,11.453,-1.273,6.128,11.567,8.829,11.059,9.655,8.709,10.23,6.549,8.541,7.807,9.193,10.821,11.597,8.82,9.353,8.87,9.557,6.282,10.046,7.064,8.945,7.759,11.304,8.484,11.417,6.877,6.426,7.126,12.302,9.764,11.134,6.766,1
2850747,3,6.091,5.097,2.943,10.315,-0.412,11.936,11.604,6.774,5.406,2.314,10.154,6.876,5.605,5.472,10.877,-0.412,-0.412,-0.412,10.347,8.825,11.38,8.451,9.564,7.992,5.668,10.836,8.344,5.987,-0.412,3.565,9.435,4.298,7.064,7.997,10.089,8.33,-0.412,4.15,-0.412,-0.412,9.613,4.758,8.883,13.355,11.053,7.712,-0.412,9.67,8.944,6.401,6.152,8.067,7.585,12.758,8.424,5.571,8.848,8.441,12.295,7.52,5.51,8.226,12.13,6.897,12.101,13.549,11.34,-0.412,6.112,11.576,9.031,11.451,9.659,8.535,10.114,5.981,8.908,7.816,9.324,11.254,11.671,8.97,9.441,8.958,9.944,6.721,9.947,6.172,8.703,7.625,12.123,8.233,11.822,5.41,7.017,6.924,12.47,10.318,11.47,6.624,1
2850748,6,6.211,5.463,4.565,10.017,-0.011,12.353,11.806,7.535,6.064,3.66,10.038,6.84,6.203,7.178,10.91,4.13,-1.049,-1.049,10.867,7.948,11.627,8.244,9.92,8.489,5.975,11.016,8.735,6.554,5.036,4.047,9.921,4.987,6.633,8.027,10.064,8.45,4.165,5.874,-1.049,4.615,9.999,2.879,9.355,12.573,11.154,7.942,3.148,11.055,8.257,6.277,6.107,7.915,7.985,12.234,8.833,6.013,8.62,7.882,12.559,7.075,6.165,8.559,12.532,7.584,11.662,13.646,10.506,3.031,6.17,11.473,9.342,12.054,9.548,8.635,10.312,6.383,9.385,8.026,9.749,11.653,12.099,8.964,10.087,8.69,10.164,6.662,10.229,7.181,8.8,7.655,12.291,8.69,11.346,7.389,7.259,7.126,12.744,10.073,11.739,6.481,1
2850749,2,6.374,4.708,4.547,10.355,2.916,12.036,11.711,6.576,5.491,-0.814,10.014,6.913,6.536,6.287,10.825,4.144,-0.814,-0.814,10.593,8.557,11.368,8.203,9.418,8.221,5.681,10.571,8.272,5.928,5.255,4.508,9.259,-0.814,7.875,7.949,9.935,8.668,2.302,5.42,-0.814,4.143,9.521,3.815,9.3,13.047,10.945,7.441,-0.814,10.281,7.921,6.394,4.659,8.053,6.77,13.122,8.806,5.21,9.228,8.33,12.102,6.394,6.012,8.62,12.675,7.864,11.531,13.703,12.889,-0.814,6.331,11.389,9.102,11.258,9.856,8.703,10.022,6.467,8.631,8.097,9.593,11.071,11.744,9.531,9.838,8.665,9.941,6.496,10.009,6.705,8.5,7.681,11.477,8.353,10.432,7.072,6.641,6.608,12.279,10.358,11.482,7.724,1
2850750,10,6.496,5.729,3.1,10.22,-0.035,12.617,12.125,6.052,4.956,5.441,9.93,6.059,5.26,5.937,10.681,4.781,-0.035,-0.035,10.584,7.514,11.972,8.142,9.789,8.362,5.803,10.826,8.347,2.749,5.67,3.758,9.246,-0.035,7.709,7.614,9.881,8.598,-0.035,3.621,-0.035,-0.035,9.43,-0.035,8.818,12.66,10.95,7.554,-0.035,11.111,8.454,6.735,5.839,8.157,6.795,12.276,8.808,4.589,8.41,6.931,12.349,7.143,5.834,8.45,11.864,6.677,11.945,13.938,12.866,-0.035,6.001,11.506,9.225,12.062,9.326,8.55,10.035,5.775,8.835,7.196,9.492,11.122,11.868,9.542,9.957,8.701,9.847,6.594,9.899,6.53,8.672,7.674,12.278,8.461,11.748,6.813,6.461,6.056,12.695,10.097,11.641,6.69,1
2850751,7,7.213,5.085,3.172,10.413,0.424,12.619,12.872,6.838,5.37,0.424,10.163,5.866,4.451,6.243,11.01,5.153,0.424,0.424,10.725,9.604,12.498,8.234,9.766,8.531,4.781,10.988,8.193,3.992,4.178,3.096,9.383,0.424,7.787,8.164,10.527,7.922,3.372,5.297,0.424,2.256,9.86,0.424,8.865,14.727,10.875,7.328,0.424,10.914,8.591,4.861,3.095,8.316,6.262,14.301,8.791,5.5,9.754,8.956,12.449,6.54,4.805,8.649,13.025,7.344,11.953,14.52,13.321,0.424,5.368,11.715,9.474,11.776,10.228,9.006,10.288,6.774,8.35,7.873,9.652,11.164,11.979,9.76,9.791,9.144,10.179,6.435,9.886,5.261,8.959,7.888,12.052,8.628,11.314,4.658,6.195,6.133,12.771,10.508,11.988,7.562,1
2850753,6,6.254,5.41,5.204,9.037,-1.23,12.77,11.813,7.5,5.958,4.045,9.618,6.363,6.036,6.58,10.708,5.046,-1.23,0.178,10.83,9.134,11.69,8.331,10.531,8.177,4.762,11.212,8.464,5.876,3.376,3.476,9.174,3.919,6.474,7.928,9.81,7.831,-1.23,5.574,-1.23,-1.23,9.655,3.878,8.669,14.463,11.556,8.374,-1.23,11.179,8.617,6.188,5.673,7.541,8.431,13.71,9.299,5.892,8.957,8.149,13.13,5.83,5.602,8.143,11.749,6.857,11.598,14.028,11.781,-1.23,6.12,11.529,9.407,12.523,9.994,8.574,9.933,5.839,8.734,6.857,9.893,11.736,12.374,9.134,9.708,8.484,10.689,6.582,10.077,6.022,8.747,7.613,13.526,8.158,11.898,6.621,7.158,6.009,13.486,9.154,12.357,6.915,1
2850754,2,5.467,4.753,5.427,9.046,1.454,12.617,11.19,6.67,5.676,4.266,9.309,6.474,6.062,7.03,10.75,5.008,-1.337,1.488,10.813,8.264,11.115,8.612,10.084,8.182,4.117,11.21,8.645,6.066,4.193,2.104,9.243,4.257,6.88,8.26,8.753,8.311,4.148,6.023,-1.337,1.798,9.827,4.37,8.485,13.101,11.769,8.754,3.25,10.821,8.292,6.198,5.635,7.93,7.652,13.217,9.248,5.787,8.907,7.515,13.278,6.498,6.069,7.575,11.065,5.681,11.733,13.644,14.437,-1.337,6.338,11.441,9.413,12.57,9.937,9.065,9.957,5.99,8.783,6.463,9.717,11.928,12.501,9.247,9.865,8.406,10.922,7.029,10.081,6.496,8.249,7.366,12.723,7.925,11.381,6.894,7.422,6.188,13.385,8.948,12.361,6.53,1
2850755,2,7.56,5.885,3.413,10.238,3.05,12.72,12.819,5.854,5.497,4.062,10.617,6.285,6.126,6.869,10.743,1.776,0.123,3.588,10.765,8.883,12.484,7.782,9.845,8.203,6.277,10.71,8.544,5.981,4.129,3.195,9.089,0.123,8.601,7.541,10.559,7.849,2.48,2.671,0.123,3.546,9.888,0.123,9.219,13.165,10.995,7.58,0.123,10.229,7.698,6.937,5.636,8.119,6.822,13.623,8.691,6.938,8.889,8.238,12.342,6.502,5.736,8.826,12.707,7.405,11.728,14.348,12.972,0.123,6.173,11.502,9.12,11.733,10.206,8.504,10.416,5.562,9.087,8.085,9.88,11.273,11.943,9.371,10.093,8.896,10.14,6.734,10.209,6.797,8.945,7.473,11.847,8.96,10.755,6.969,7.206,7.047,12.722,10.297,11.716,6.852,1
2850756,8,6.803,6.046,5.378,9.748,-0.811,12.622,12.137,7.06,5.233,3.306,9.94,6.527,6.681,2.841,10.748,4.997,-0.811,1.98,10.903,9.284,12.144,8.252,10.071,8.193,4.579,11.228,8.654,5.896,4.495,5.287,8.905,4.739,6.543,8.138,9.781,7.947,5.018,5.617,-0.811,-0.811,9.876,-0.811,8.9,13.991,11.27,8.15,-0.811,11.218,8.698,6.46,5.806,7.532,7.482,14.032,9.146,6.287,8.934,8.034,12.883,6.526,5.141,8.172,11.87,6.865,11.802,14.072,13.099,-0.811,6.319,11.604,9.292,12.298,10.131,8.644,10.183,5.449,8.525,7.178,9.922,11.521,12.324,9.071,10.098,8.305,10.744,6.056,10.112,6.17,8.856,7.137,13.168,8.481,11.793,6.536,4.626,6.508,13.3,9.716,12.242,6.843,1
2850757,3,5.962,5.282,3.684,9.15,-0.484,12.209,11.489,7.367,3.135,-0.484,9.25,6.728,5.842,6.659,10.939,5.237,2.205,2.644,11.048,9.302,11.385,8.089,9.947,8.302,4.8,11.118,8.581,5.874,4.447,2.907,9.11,-0.484,6.426,8.166,9.153,7.643,3.479,5.819,1.78,-0.484,9.861,4.455,8.899,14.302,11.283,7.968,-0.484,10.464,8.655,5.822,5.653,7.848,7.27,14.111,9.064,6.311,9.25,8.618,12.861,6.638,6.189,8.102,12.349,6.842,11.707,13.672,10.165,-0.484,5.426,11.601,9.515,12.152,9.792,8.59,9.939,6.338,8.648,6.438,9.838,11.641,12.359,9.044,10.407,8.502,10.719,6.599,10.035,6.103,8.573,7.422,12.519,7.567,11.006,6.8,7.056,5.699,13.117,8.942,12.242,6.772,1
2850759,3,5.926,5.195,4.633,8.746,3.986,11.681,11.858,7.246,5.1,2.311,10.205,6.621,5.665,6.382,10.72,4.749,-1.174,-1.174,10.559,8.916,11.737,8.084,10.018,8.39,6.128,10.561,8.31,6.325,4.199,3.844,9.79,2.768,7.041,8.104,9.376,7.689,4.444,5.066,2.455,3.312,9.757,-1.174,8.982,14.18,11.045,7.785,-1.174,10.657,8.582,6.701,5.723,7.714,7.351,13.553,8.513,5.477,9.157,8.52,12.393,7.314,6.104,8.368,12.126,7.39,11.963,13.502,9.235,-1.174,5.835,11.499,9.08,11.602,9.846,8.371,10.059,5.229,9.059,7.013,9.327,11.611,11.883,8.526,9.765,8.431,10.168,6.27,9.998,6.924,8.608,7.147,12.13,7.92,11.192,7.214,6.935,7.214,12.823,8.8,11.728,6.487,1
2850760,4,5.705,5.894,5.022,6.379,-2.981,12.319,11.486,8.213,5.808,3.235,9.791,6.093,6.598,7.493,11.13,5.445,0.331,-2.981,11.213,7.523,11.428,8.329,10.351,8.572,5.085,10.89,8.638,6.511,4.854,3.817,10.558,4.093,5.034,8.204,9.576,8.026,4.732,6.297,-2.981,4.072,10.043,3.978,9.213,13.555,11.495,8.296,3.758,10.784,8.412,6.121,5.92,7.702,8.512,12.573,8.703,6.039,8.573,7.792,12.97,6.842,6.554,8.214,11.779,6.889,11.637,13.331,5.186,-0.32,6.399,11.772,9.592,12.425,9.64,8.261,10.226,5.117,9.564,6.081,9.68,12.059,12.285,8.486,10.345,8.393,10.789,6.471,10.234,7.637,8.534,6.633,13.147,8.514,11.649,7.329,8.179,6.977,13.091,7.183,12.084,6.098,1
2850761,4,6.566,5.388,5.266,8.065,-1.851,11.85,11.695,7.408,5.847,3.061,10.013,6.626,6.124,6.137,10.878,4.185,0.211,3.547,10.782,8.343,11.446,8.176,9.902,8.516,5.524,10.699,8.325,5.882,4.557,4.432,10.138,2.749,5.599,8.032,9.831,8.124,4.246,5.762,2.873,3.814,9.815,-0.662,9.059,13.981,11.209,8.193,-1.851,10.768,8.749,6.323,5.5,7.906,7.582,13.213,8.702,5.612,9.044,8.092,13.044,6.806,5.144,8.024,11.868,6.983,11.834,13.375,8.255,-1.851,5.896,11.712,9.126,11.926,9.983,8.479,10.159,5.762,8.997,6.777,9.415,11.663,12.004,8.688,9.816,8.505,10.421,6.26,10.088,6.754,8.552,7.227,12.365,8.177,11.346,7.209,6.774,7.095,13.008,8.234,11.851,6.295,1
2850762,10,6.838,5.644,4.688,9.21,2.084,11.522,11.129,9.704,4.128,4.816,9.768,6.899,5.735,5.34,10.399,-0.718,-0.718,2.749,10.145,9.521,11.106,7.896,9.867,8.235,6.494,10.429,8.072,4.895,1.76,-0.718,9.084,2.375,6.846,7.827,8.872,8.094,-0.718,6.012,-0.718,-0.718,9.305,2.856,8.994,14.644,11.074,7.624,-0.718,10.716,8.846,6.804,6.587,7.425,6.867,13.748,7.91,5.433,9.371,8.948,12.171,7.011,5.311,8.688,12.569,7.651,12.026,13.491,10.901,-0.718,5.52,11.373,9.029,11.348,9.688,8.757,9.747,5.332,8.587,7.381,9.011,11.53,11.589,8.835,9.094,8.716,9.779,6.254,9.695,6.169,8.219,7.542,12.225,7.684,11.463,6.499,6.3,6.799,12.824,9.216,11.357,6.724,1
2850763,10,6.284,3.03,3.953,8.389,3.052,11.713,11.653,6.606,4.136,2.86,9.921,7.078,6.216,5.122,10.885,4.473,-0.761,-0.761,10.557,9.021,11.374,8.191,10.275,8.388,5.188,10.746,8.046,5.36,-0.761,2.552,9.115,3.279,6.475,7.764,9.213,8.285,4.372,6.014,-0.761,-0.761,9.406,-0.761,8.954,14.891,10.973,7.87,4.066,11.395,9.331,6.309,5.706,7.559,7.434,13.932,8.505,5.7,9.295,8.422,12.608,7.09,5.493,8.466,12.557,7.499,12.284,13.63,8.206,-0.761,5.763,11.834,9.131,11.727,9.652,8.699,9.997,5.269,8.237,6.17,9.247,11.294,12.09,8.909,9.688,8.763,10.662,6.445,10.026,6.205,8.769,7.372,13.215,7.594,12.049,6.508,6.539,6.104,12.927,8.097,11.939,7.006,1
2850764,5,6.114,5.854,4.35,10.073,-0.215,12.442,12.779,7.008,4.979,-0.215,10.663,5.864,6.31,6.468,10.838,4.267,-0.215,-0.215,10.631,9.036,12.558,8.379,9.992,8.4,6.69,11.282,8.635,6.375,4.997,5.017,9.862,-0.215,7.23,7.929,10.401,7.638,3.791,6.034,-0.215,-0.215,10.312,-0.215,9.208,13.756,11.037,8.135,4.461,11.688,9.159,6.865,6.517,8.05,7.436,13.63,8.875,5.976,9.192,8.907,12.777,7.396,5.111,9.094,12.973,7.983,12.147,14.141,10.96,-0.215,5.586,11.858,9.388,12.168,10.046,8.662,10.361,5.798,9.261,8.033,9.616,11.427,12.136,9.26,9.702,9.023,10.517,6.465,10.12,6.104,9.198,7.871,13.084,8.848,12.294,6.737,6.835,7.091,13.184,10.119,12.075,6.921,1
2850765,3,6.839,0.139,5.262,10.145,0.139,12.286,12.879,7.016,6.58,4.328,10.974,6.398,6.229,6.497,11.067,4.646,0.139,0.139,10.696,8.342,12.572,8.117,9.955,8.48,6.24,11.482,8.642,6.909,3.336,3.529,10.229,0.139,6.973,8.01,10.693,8.218,5.294,6.474,0.139,0.139,10.253,0.139,9.117,13.635,11.076,8.037,0.139,12.316,9.179,6.726,6.637,7.972,7.581,13.038,8.729,5.295,8.699,8.961,12.725,8.199,5.658,8.873,12.97,7.86,12.478,13.995,9.463,0.139,6.724,11.918,9.369,12.248,10.011,8.804,10.762,6.208,9.203,7.813,9.523,11.526,12.117,8.89,10.163,9.305,10.453,6.886,10.137,6.853,9.585,8.023,13.384,9.071,13.22,7.068,7.327,7.301,12.971,10.094,12.01,6.073,1
2850766,2,5.707,5.235,6.23,9.841,-0.79,12.93,12.147,7.224,5.381,4.395,10.164,6.678,5.842,6.817,10.876,5.302,-0.79,-0.79,10.356,9.603,12.066,8.621,10.449,8.433,5.928,11.49,8.427,5.702,4.721,4.507,9.26,4.459,6.745,8.162,10.145,7.886,2.995,6.251,2.54,-0.79,9.888,-0.79,8.799,14.314,11.818,8.896,-0.79,11.864,9.074,6.224,5.966,7.653,8.273,14.23,8.66,5.958,9.29,8.615,13.394,7.083,5.897,8.376,12.176,6.984,12.085,14.19,11.663,-0.79,5.908,11.598,9.257,12.687,10.365,8.865,10.353,5.924,8.731,7.688,9.651,11.78,12.379,9.225,9.294,8.792,10.95,6.347,10.066,5.337,8.976,8.106,13.357,8.741,12.435,6.691,6.408,6.781,13.877,9.918,12.59,7.166,1
2850767,2,6.577,5.482,5.263,9.158,-1.327,11.739,11.218,6.941,4.069,-1.327,9.46,7.013,5.407,5.695,10.985,5.196,1.714,-1.327,10.295,9.368,11.005,8.346,9.882,8.215,5.453,10.694,8.271,5.072,3.28,4.597,9.431,3.677,5.987,7.994,9.155,8.041,2.215,5.472,-1.327,2.137,9.289,2.661,8.829,14.611,11.095,7.541,2.501,11.071,9.293,6.176,5.726,7.628,7.338,13.754,8.46,6.143,9.461,8.733,12.238,7.17,5.599,8.388,12.146,7.302,12.202,13.504,9.472,-1.327,5.825,11.757,9.306,11.608,9.656,8.894,9.855,6.11,8.565,7.337,9.202,11.484,11.914,9.105,9.107,8.719,10.274,6.421,9.709,5.833,8.746,7.643,12.487,7.616,11.458,6.564,6.676,6.718,12.828,9.179,11.77,6.994,1
2850768,7,6.442,4.692,4.445,8.295,-1.957,11.651,11.394,6.418,4.637,2.16,9.721,6.707,5.384,5.009,10.924,2.989,-0.183,-1.957,10.6,9.144,11.229,8.423,9.846,8.346,5.234,10.857,8.405,5.564,3.238,2.048,9.122,4.06,5.291,8.491,9.611,8.102,2.294,6.103,-1.957,2.466,9.769,3.172,8.921,14.553,11.651,8.246,-1.957,10.858,8.515,5.994,5.497,7.843,6.89,13.586,8.539,5.267,9.611,8.364,12.848,7.298,4.941,8.097,11.953,6.838,11.562,13.502,7.209,-1.957,6.016,11.574,9.391,11.844,10.091,8.91,9.982,5.974,8.249,6.497,9.257,11.879,11.851,8.639,9.19,8.412,10.61,6.363,10.095,5.892,8.421,7.378,12.172,8.123,11.272,6.097,6.348,6.321,13.028,8.349,12.114,6.807,1
2850769,5,6.681,0.605,4.901,10.396,0.729,11.638,12.227,5.948,0.056,5.9,10.407,6.327,6.333,6.684,10.909,5.421,0.056,0.056,10.59,9.175,12.006,8.254,9.651,8.406,5.435,10.492,8.397,5.343,0.056,1.918,9.889,0.056,6.607,7.561,9.607,8.09,0.056,3.637,2.85,0.056,9.805,0.056,9.066,13.336,10.73,7.472,4.243,9.907,8.361,6.511,4.954,7.696,6.123,13.85,8.65,3.555,9.288,9.192,12.141,5.542,5.642,8.373,12.275,6.97,11.743,13.676,9.764,0.056,5.354,11.546,9.11,11.566,9.976,8.694,10.062,6.058,8.907,8.279,9.292,11.085,11.933,8.653,9.719,8.561,10.117,6.205,9.999,5.926,8.944,8.032,11.796,7.958,10.838,6.303,7.064,6.718,12.576,10.214,11.63,6.861,1
2850770,5,6.617,4.131,-0.956,11.285,-0.956,12.12,11.857,6.341,4.767,4.822,9.776,7.933,6.871,6.554,11.253,5.365,-0.956,-0.956,10.69,10.237,11.548,8.603,10.076,8.37,5.952,11.343,8.467,5.938,5.982,-0.956,9.484,4.892,7.83,8.197,9.946,7.971,2.268,6.146,-0.956,-0.956,9.901,5.042,9.301,14.388,10.837,8.117,3.787,11.398,9.543,6.075,6.424,7.735,7.523,14.923,9.057,6.087,10.174,9.331,12.526,7.483,5.822,9.016,13.431,7.47,11.966,13.912,11.292,0.945,5.772,11.968,9.661,11.827,9.899,9.057,10.458,7.227,8.895,7.858,10.048,11.159,12.103,9.385,9.877,9.302,10.614,7.153,9.89,5.987,9.422,8.079,12.56,8.456,11.483,6.29,6.608,7.071,12.766,11.349,12.2,8.093,1
2850771,8,8.061,5.707,5.017,11.49,-0.331,11.988,12.307,6.479,5.81,4.323,10.484,7.26,6.798,5.988,11.645,4.735,-0.331,-0.331,10.885,9.044,11.956,8.503,9.722,8.514,6.328,11.199,8.875,6.493,5.958,4.101,10.053,4.143,6.618,8.655,11.113,8.156,4.356,6.344,-0.331,5.37,10.603,3.85,9.493,13.547,10.672,8.175,4.862,10.752,8.271,5.897,6.557,8.296,7.319,13.999,9.412,5.598,9.803,9.183,12.449,7.95,5.249,9.165,14.017,7.957,11.343,13.683,11.441,-0.331,5.017,11.818,9.764,11.727,10.625,9.186,10.782,7.637,9.203,7.872,9.953,10.903,12.03,9.113,10.084,9.288,10.542,7.657,10.065,4.83,9.499,8.455,12.194,9.34,11.224,6.65,6.914,7.387,12.394,11.69,12.122,8.023,1
2850772,4,6.329,6.158,-0.327,10.296,-0.327,12.626,12.376,7.041,5.24,3.76,10.053,6.94,5.846,6.515,11.186,10.424,-0.327,-0.327,10.571,8.872,12.027,8.432,9.939,8.521,6.578,11.183,8.622,5.558,5.667,-0.327,9.483,3.746,6.935,8.016,10.564,8.072,2.396,4.694,-0.327,-0.327,10.312,-0.327,8.907,13.838,11.157,8.016,2.955,11.315,8.782,7.354,6.598,8.078,7.865,13.842,9.204,5.749,9.203,8.118,12.856,7.015,5.433,8.687,12.73,7.17,11.777,13.964,12.233,-0.327,5.318,11.79,9.494,12.029,10.366,8.955,10.347,6.536,9.032,7.442,9.783,11.444,12.052,9.197,9.968,9.091,10.412,7.116,9.929,4.776,9.344,8.02,12.198,8.939,11.639,6.31,6.548,6.494,12.941,10.45,12.129,7.223,1
2850773,7,6.682,5.491,4.469,10.066,-0.835,11.629,11.934,6.556,4.941,6.325,10.19,7.169,6.847,6.196,11.469,3.868,4.678,-0.835,10.635,9.473,11.611,8.285,9.91,8.4,5.942,11.192,8.351,6.11,5.153,-0.835,10.015,3.121,6.022,8.382,9.814,7.858,5.258,6.688,-0.835,5.167,10.041,5.546,9.276,14.272,10.723,7.898,-0.835,11.579,9.462,6.373,5.446,8.414,7.24,14.447,9.102,5.785,9.88,9.524,12.541,8.343,6.485,8.313,12.969,7.334,11.874,13.614,6.616,-0.835,5.511,12.129,9.582,11.617,9.949,9.286,10.533,6.905,9.053,6.717,9.55,10.8,12.035,8.786,9.883,9.323,10.574,7.592,9.797,5.531,9.387,8.186,12.607,7.773,11.921,6.823,7.133,7.801,12.482,9.738,12.231,7.996,1
2850774,3,5.342,2.073,4.515,10.226,-1.165,11.41,11.143,6.974,2.929,4.547,9.257,6.882,4.972,5.895,11.308,2.47,-1.165,-1.165,10.412,9.294,10.914,8.445,10.315,8.002,4.268,11.183,8.068,4.763,3.763,-1.165,9.739,3.965,5.297,8.53,9.22,8.166,-1.165,5.9,-1.165,4.364,9.508,4.959,8.791,14.432,11.087,7.638,-1.165,11.122,9.549,5.953,5.299,8.042,7.978,14.104,8.746,5.707,9.595,8.899,12.205,7.839,5.435,8.005,12.48,6.73,11.902,13.083,8.514,0.089,4.975,12.046,9.963,11.243,9.482,9.212,10.143,7.221,8.595,6.907,9.542,11.381,11.717,8.822,9.468,8.864,10.716,7.288,9.422,2.948,8.718,8.668,12.624,6.881,11.36,6.327,5.66,6.677,12.295,10.525,12.009,7.574,1
2850775,2,5.813,6.119,2.269,9.921,-0.407,11.872,11.099,7.646,4.206,5.28,9.847,7.746,6.56,6.811,11.053,5.272,-0.407,-0.407,10.398,9.857,10.787,9.214,10.114,8.526,4.872,10.707,8.634,5.58,4.614,2.8,10.676,5.641,6.094,7.966,8.181,7.903,5.502,5.8,-0.407,3.995,9.435,3.056,9.746,14.133,11.202,7.998,-0.407,10.999,8.914,6.25,6.043,7.77,7.441,14.435,8.424,6.011,9.396,9.991,12.645,7.475,6.236,8.378,11.518,6.973,12.333,13.614,5.443,-0.407,6.614,11.646,9.497,11.855,9.668,8.806,10.507,6.526,9.456,7.24,10.138,11.398,12.233,9.054,9.492,9.334,10.249,7.758,10.212,7.468,9.495,7.655,12.548,7.513,11.502,7.363,7.235,8.211,12.731,9.469,11.698,7.149,1
